air_temperature,process_temperature,temperature,rotational_speed,rpm,torque,tool_wear,vibration,pressure,current,operating_hours,failure
28.7,38.13,78.87,1698.7,1723.8,39.9,26.9,0.297,5.866,7.98,1339.9,0
28.17,38.74,64.01,1576.8,1605.0,40.91,12.1,1.518,5.182,13.8,451.5,0
30.68,41.0,68.94,1816.3,1838.9,32.61,80.8,3.058,4.739,14.89,73.9,0
25.32,35.69,65.86,1414.1,1393.1,42.15,30.1,1.597,5.142,6.47,1292.8,0
24.09,33.03,65.82,998.2,1078.3,57.15,108.7,3.816,5.282,15.06,2249.9,0
24.86,34.8,69.57,1275.9,1142.0,42.54,38.0,0.852,3.416,18.11,4783.1,0
28.17,37.99,63.54,1050.2,952.2,50.65,16.3,1.213,5.185,9.39,842.8,0
27.85,38.34,61.41,1570.5,1509.9,40.29,55.9,1.75,5.565,12.26,2786.6,0
27.05,38.04,58.05,1973.2,1987.8,29.74,18.1,1.097,3.623,5.79,3118.9,0
24.6,34.75,61.11,1626.7,1586.9,33.17,59.8,4.364,4.798,12.86,3750.9,0
28.38,37.11,75.4,1905.9,1909.3,28.82,17.5,1.12,4.87,12.27,849.2,0
24.4,34.51,59.49,1451.5,1412.0,42.18,180.4,1.895,3.493,18.34,3504.8,0
29.17,41.78,68.33,1065.8,1015.8,52.24,3.4,0.984,7.313,14.35,1227.1,0
32.56,44.21,66.82,1508.4,1528.2,41.61,79.2,1.025,5.524,16.86,3506.5,0
27.58,34.61,61.08,1622.3,1647.5,36.92,37.9,0.672,2.996,18.2,401.3,0
28.02,38.08,62.98,1844.1,1954.5,32.1,18.1,2.823,6.436,23.86,21.1,0
25.86,36.8,60.3,1311.2,1324.5,43.55,97.6,2.41,4.445,15.49,2549.0,0
23.23,33.05,62.14,2174.8,2152.1,27.62,51.0,2.554,3.504,11.07,4517.6,0
25.64,35.18,60.23,2171.1,2148.8,28.66,37.9,1.055,5.36,11.23,3607.2,0
24.66,34.4,56.33,1213.8,1112.5,49.0,28.0,1.241,8.114,16.46,3087.7,0
23.96,34.51,68.92,1584.7,1614.0,37.22,77.5,2.221,5.464,17.11,5850.4,0
30.29,39.15,76.82,1624.2,1632.1,37.03,48.6,0.677,4.571,16.1,3781.3,0
27.4,38.58,70.81,1577.0,1568.7,38.31,21.1,1.352,6.545,12.17,1596.2,0
27.61,37.55,77.36,1184.1,1187.0,47.26,44.7,2.229,4.322,20.7,2440.7,0
26.23,35.3,63.35,1375.7,1326.9,41.66,19.5,0.871,7.81,14.65,202.1,0
26.5,37.63,66.96,1724.7,1612.2,32.57,15.7,4.964,5.373,11.36,4254.6,0
28.78,37.23,68.95,1808.5,1797.9,32.93,1.2,2.076,6.501,20.28,2757.0,0
26.79,36.23,70.66,1733.2,1716.6,38.05,13.6,1.427,2.944,22.38,4416.1,0
27.91,37.34,76.62,1292.4,1304.1,43.02,13.4,1.129,5.545,21.46,5794.8,0
26.46,38.6,78.03,1639.4,1644.4,39.64,46.3,2.337,3.855,9.87,508.2,0
26.17,35.48,70.34,1571.9,1576.0,38.76,29.6,0.927,5.048,22.26,5391.7,0
24.04,31.88,82.37,1524.7,1492.0,40.46,9.5,2.392,5.815,12.94,1627.9,0
22.89,32.31,65.8,1607.4,1707.3,39.64,69.1,0.602,4.82,12.22,3318.3,0
26.33,36.78,67.47,1851.7,1908.8,32.2,25.3,1.424,4.778,16.31,4743.4,0
26.96,37.75,60.41,1299.8,1252.4,51.07,21.8,2.692,7.593,13.74,3340.1,0
24.28,36.55,66.11,1642.0,1710.4,35.18,12.8,0.861,2.102,12.58,3207.9,0
26.78,38.19,68.61,1475.9,1496.5,41.29,8.9,0.863,6.64,13.16,3979.1,0
26.96,37.15,74.97,2908.9,2831.8,19.4,119.3,1.526,5.153,15.5,572.5,0
22.54,31.65,59.94,1680.8,1740.2,37.85,21.9,1.688,4.494,13.3,5709.1,0
25.02,36.64,63.16,1919.1,1895.9,29.0,2.1,3.038,4.675,17.97,4144.3,0
27.66,37.3,66.87,1951.0,1930.0,30.21,26.5,2.357,5.882,14.28,4302.6,0
27.62,36.97,67.44,712.3,702.4,64.22,100.3,1.286,6.251,11.54,4573.1,0
24.54,34.13,68.32,1442.1,1448.9,42.5,9.1,1.325,4.562,10.11,3616.1,0
27.17,35.91,74.96,1107.9,1095.0,52.26,47.1,2.498,5.899,16.67,5230.5,0
28.89,38.43,61.41,1199.1,1247.4,48.55,8.9,0.566,2.467,15.45,5603.5,0
28.4,38.17,76.82,1221.0,1304.4,49.83,29.5,0.735,6.942,16.66,5035.8,0
26.66,37.39,62.98,1340.2,1323.1,38.01,29.8,1.034,5.821,15.3,952.0,0
25.91,35.53,73.33,995.8,920.0,56.06,67.1,0.382,3.314,16.73,1491.0,0
25.59,34.32,67.54,1236.2,1213.6,48.47,7.3,2.921,7.175,12.17,3772.6,0
27.79,36.18,63.49,1727.2,1682.1,40.41,3.4,0.527,6.034,14.23,3338.8,0
27.24,37.45,65.44,1200.8,1173.3,42.63,103.8,5.886,5.807,21.48,4242.4,0
28.11,38.18,62.76,1430.1,1361.0,38.63,64.4,2.175,4.229,16.08,1772.7,0
27.11,36.56,54.45,1546.3,1568.8,40.52,11.6,1.048,3.711,19.35,2985.2,0
28.49,38.02,65.28,1705.0,1634.0,39.56,32.6,1.289,4.283,9.72,5862.6,0
27.04,37.43,68.69,1488.4,1431.2,43.82,1.6,4.043,9.705,12.94,4873.1,0
28.42,39.81,65.72,1256.6,1336.7,57.4,30.8,1.164,4.923,11.82,4356.0,0
28.59,37.81,62.5,2061.3,1987.2,27.95,4.7,1.019,6.499,10.16,4450.1,0
25.24,35.33,59.37,1101.7,1038.8,51.42,62.6,1.257,6.627,14.77,238.6,0
23.23,34.19,53.66,1590.3,1666.8,36.32,7.8,1.206,8.166,13.1,1056.1,0
29.94,39.16,66.6,1018.1,1012.5,52.7,7.5,1.592,6.228,14.19,3341.5,0
27.36,37.35,75.56,1621.4,1563.9,36.67,16.3,1.204,3.641,15.32,2891.7,0
23.42,33.38,66.24,1210.8,1158.8,44.13,9.0,3.611,4.91,13.37,1372.2,0
25.42,34.11,68.82,1548.8,1684.5,38.41,15.7,1.429,4.351,16.79,3703.5,0
28.39,38.56,71.78,2403.8,2444.4,22.69,31.5,0.769,6.158,18.66,4383.0,0
26.29,36.32,71.57,1008.7,1023.1,57.39,4.1,0.463,6.705,7.65,370.9,0
25.83,36.38,71.71,1810.2,1852.0,30.57,35.7,0.574,6.721,13.16,3356.5,0
29.65,38.46,63.63,1347.9,1330.8,40.84,0.4,2.519,6.773,18.26,3116.5,0
24.76,34.77,73.2,2115.0,2122.0,29.48,20.3,2.159,8.816,12.19,941.3,0
25.25,36.64,54.9,2238.8,2262.7,26.63,68.9,1.801,7.026,21.23,4313.2,0
27.27,39.35,62.29,1628.7,1600.1,37.95,81.4,2.515,3.318,21.44,472.6,0
27.63,38.91,72.28,1600.6,1605.6,34.06,0.9,2.534,4.496,10.94,5912.9,0
27.84,36.67,65.01,2225.7,2302.6,28.31,138.0,2.179,8.1,13.33,152.1,0
28.67,39.12,66.74,1513.2,1455.9,39.65,48.0,0.414,4.853,16.44,3968.9,0
27.25,36.76,61.36,2212.4,2187.3,25.18,45.7,0.336,5.898,21.35,1859.4,0
27.83,38.11,73.0,1283.5,1252.9,41.25,22.7,1.383,4.675,16.88,3117.2,0
26.33,35.56,74.7,1816.6,1854.2,38.73,0.8,3.199,3.54,16.18,1833.2,0
26.98,35.26,59.35,3342.3,3397.4,15.2,17.7,1.354,6.0,15.96,3456.6,0
27.07,36.72,60.54,1789.7,1715.0,34.77,18.1,1.45,7.304,16.84,1126.5,0
27.28,38.0,86.89,1287.6,1271.0,44.68,17.6,2.349,5.193,15.12,3540.0,0
28.4,38.68,73.53,2035.9,1998.7,29.36,28.0,0.11,2.208,15.1,5884.2,0
27.96,38.36,64.78,1330.8,1355.1,45.12,2.5,1.45,5.242,14.29,1022.8,0
26.94,37.15,72.83,1296.0,1296.3,44.33,0.2,1.273,5.138,14.82,4698.8,0
25.23,35.64,74.24,1775.3,1819.6,29.82,19.0,1.509,5.487,14.17,3378.5,0
26.99,37.51,71.92,1634.2,1729.2,39.88,24.3,4.479,4.654,20.62,2406.1,0
26.79,36.52,71.27,1246.4,1140.6,48.25,11.0,1.124,3.172,17.83,3515.5,0
27.24,37.32,65.39,1858.7,1753.2,31.24,79.6,2.394,4.3,15.05,3736.3,0
31.26,43.01,78.45,1537.9,1538.3,37.94,28.8,1.174,4.059,22.78,4416.1,0
25.8,35.94,72.19,1109.6,1130.7,51.5,12.0,0.8,6.703,7.67,1091.0,0
27.69,37.74,65.93,1774.1,1730.6,31.42,19.7,1.288,5.55,13.55,4509.7,0
28.99,39.09,64.18,1233.6,1237.1,44.59,27.7,3.382,6.62,15.17,3689.9,0
27.05,36.83,66.24,1995.6,2009.7,29.21,47.0,2.834,4.986,14.71,5086.0,0
31.53,41.09,68.07,1547.6,1480.2,38.39,22.7,1.144,4.654,17.28,1691.4,0
26.09,36.3,68.77,1331.2,1346.7,44.47,19.4,0.563,4.956,17.54,4529.3,0
27.5,36.99,53.37,3342.3,3374.8,15.95,157.4,2.701,4.281,16.43,1506.8,0
25.25,35.11,66.69,1621.0,1622.3,34.66,57.4,2.605,6.364,10.53,3897.4,0
26.15,35.36,68.39,1314.5,1239.3,44.29,59.4,1.457,2.757,18.84,3663.5,0
27.35,37.46,59.5,1511.2,1462.8,42.26,2.3,0.556,5.041,12.78,1483.1,0
28.54,39.13,78.18,1850.6,1873.2,34.78,22.1,2.833,4.925,14.98,5858.6,0
27.49,37.28,64.87,2033.2,2121.8,28.95,51.2,1.652,5.083,16.79,5956.9,0
29.37,37.36,66.92,1363.1,1384.3,46.28,3.4,6.106,6.88,6.46,5738.3,1
26.66,37.25,83.34,1582.7,1569.0,36.78,1.0,4.117,2.877,13.9,5405.5,0
26.19,36.31,68.82,1246.7,1256.1,45.45,5.8,1.664,6.098,6.83,4688.9,0
32.26,41.26,65.69,1510.9,1497.2,43.8,4.4,2.691,5.751,14.31,134.2,0
27.64,38.41,74.87,1673.8,1691.2,35.53,128.8,3.601,6.15,6.94,1720.1,0
25.41,34.01,76.28,1224.3,1247.5,50.73,30.8,1.06,6.229,19.58,5973.3,0
25.46,36.51,73.45,1561.2,1481.9,34.06,63.6,0.714,5.147,12.79,3733.4,0
24.96,34.91,70.94,1202.9,1265.1,51.9,40.0,1.934,5.72,12.18,4073.8,0
28.72,36.45,66.99,1087.6,1174.2,53.21,36.0,9.103,8.163,24.84,1926.9,1
26.12,36.3,70.8,1360.8,1300.4,50.5,43.6,1.48,2.876,14.14,4115.9,0
27.1,36.7,74.66,1639.6,1605.3,38.19,40.8,0.743,7.681,18.24,2013.7,0
26.72,36.17,65.58,967.2,1003.6,65.47,158.8,0.836,8.82,10.34,4361.6,0
28.31,37.58,73.35,1425.5,1409.8,41.52,37.0,1.192,6.813,10.77,5555.4,0
25.16,35.03,75.5,1405.6,1347.9,42.41,0.3,1.471,5.18,14.3,2760.6,0
24.7,34.21,59.33,1435.4,1356.4,39.78,45.0,2.358,5.52,12.27,4900.7,0
27.3,35.44,67.42,2119.5,2111.8,28.7,23.0,2.089,7.055,12.45,5488.4,0
28.05,39.32,73.8,1150.3,1086.4,52.95,28.5,3.778,6.689,14.22,1195.0,0
27.52,37.27,72.77,1767.7,1795.7,34.28,13.2,1.58,6.07,11.79,4958.2,0
25.23,34.5,70.86,1242.7,1243.3,49.2,19.4,2.245,3.983,8.4,3974.6,0
28.2,37.08,68.32,1153.1,1240.7,51.6,40.4,4.012,7.723,16.39,3170.8,0
25.36,36.13,69.25,1301.0,1360.3,46.03,7.2,1.765,6.495,14.45,3800.4,0
25.81,34.51,63.7,1600.5,1598.3,33.08,9.1,0.165,6.197,12.54,708.4,0
24.96,35.1,63.67,1644.9,1703.5,36.59,26.6,1.368,7.108,21.58,5168.6,0
29.45,38.87,70.46,3342.3,3310.6,13.23,20.6,1.522,5.358,17.64,1869.0,0
28.12,37.59,65.74,1449.5,1411.1,38.84,3.2,0.769,6.088,12.99,2033.4,0
28.06,36.96,72.0,1208.0,1271.4,48.03,15.9,0.44,4.74,13.71,3676.8,0
29.34,38.72,60.63,1407.0,1503.3,37.62,60.4,0.527,5.209,5.61,996.8,0
32.48,42.48,67.06,1726.0,1781.4,34.1,14.6,4.093,6.419,10.96,5746.1,0
23.43,33.67,63.84,1617.6,1557.4,37.02,19.4,2.451,5.646,15.96,1671.6,0
25.37,34.59,76.82,1239.8,1176.3,52.15,84.2,0.472,5.774,20.85,1952.5,0
25.62,35.53,49.39,1381.5,1416.9,39.46,25.2,1.16,5.199,11.92,3703.8,0
25.15,36.04,62.85,980.4,935.5,58.58,23.4,0.113,2.78,13.35,2525.0,0
24.69,33.03,53.24,1723.7,1681.5,34.29,42.8,1.309,7.45,14.86,3695.8,0
26.25,36.24,76.96,1477.1,1469.1,42.17,54.5,0.39,4.287,15.74,4602.7,0
24.42,33.47,61.0,1559.1,1525.8,35.67,25.5,3.411,6.846,10.33,1096.5,0
27.52,36.47,59.74,1080.2,1174.3,60.74,12.7,4.347,5.543,9.86,4453.7,0
26.95,37.21,72.48,1427.0,1510.9,41.8,10.7,4.49,6.181,25.03,1569.5,0
27.81,37.27,73.28,876.1,957.9,61.28,25.0,0.662,5.198,8.48,2054.6,0
27.87,36.65,64.92,1621.1,1606.4,35.8,11.7,0.452,4.947,20.11,4489.7,0
28.06,39.38,76.14,884.4,971.7,55.28,35.1,1.232,4.057,16.47,3789.2,0
26.1,37.02,73.92,1357.5,1351.1,41.18,18.1,1.204,7.473,14.56,3407.0,0
31.09,39.16,76.13,1127.5,1164.5,48.37,69.6,3.253,7.453,17.2,2066.3,1
27.32,35.84,57.96,2153.5,2194.6,27.8,20.2,0.845,6.221,21.77,2704.0,0
23.13,33.72,60.63,1568.7,1536.3,43.48,36.5,1.32,6.663,15.26,4175.9,0
24.85,34.56,63.85,2180.3,2221.4,29.31,61.8,0.39,6.164,16.95,4299.3,0
23.37,34.87,60.14,1376.2,1363.6,42.57,38.8,0.66,3.813,21.66,5617.8,0
26.88,37.5,68.87,2341.5,2370.5,24.82,44.5,1.812,6.422,18.85,3996.2,0
26.61,36.91,58.54,1687.1,1649.4,39.06,77.2,1.781,4.895,8.13,4196.5,0
25.91,34.89,70.75,1124.6,1151.2,50.96,20.4,2.993,6.301,8.2,3023.1,0
30.87,41.36,79.22,1309.7,1343.6,45.48,6.3,0.209,4.564,15.86,3160.1,0
27.95,36.67,56.91,2369.7,2407.0,27.66,7.2,1.599,2.406,11.7,4597.0,0
28.3,39.61,87.19,2865.9,2971.7,21.02,0.0,2.362,4.834,15.67,4881.4,0
24.99,35.41,68.24,1341.0,1411.4,44.97,26.8,4.187,4.802,16.34,1168.3,0
24.85,34.03,68.7,1129.9,1095.5,55.81,2.2,1.095,7.625,21.92,401.8,0
26.92,37.73,75.11,2021.4,1980.4,30.36,78.1,1.33,6.651,13.54,5644.3,0
27.2,39.44,71.31,1004.6,1062.0,60.97,190.0,1.082,10.001,14.17,441.3,0
23.14,32.92,60.05,1421.1,1496.4,39.94,5.3,1.494,5.659,10.36,4542.4,0
26.49,37.04,65.48,3159.9,3051.0,20.41,55.7,3.129,5.366,14.53,5078.9,0
26.88,36.45,72.94,2272.0,2293.3,24.39,73.5,2.818,5.313,10.41,2089.8,0
26.42,36.51,68.53,1353.0,1259.6,47.7,2.6,0.756,5.544,16.97,1229.2,0
25.22,33.72,52.98,1579.2,1605.1,41.3,8.9,1.393,5.708,13.26,165.4,0
25.77,35.77,71.95,1066.4,1114.6,54.82,106.8,1.068,4.548,13.64,4875.7,0
26.5,36.54,61.0,2176.4,2180.6,28.02,2.0,1.026,5.231,18.06,2874.3,0
27.03,38.83,65.65,1501.2,1500.4,41.18,1.0,2.208,4.66,14.88,1385.5,0
28.06,36.26,68.54,1428.4,1416.1,40.07,88.0,1.1,5.568,18.15,5564.7,0
29.01,38.73,81.44,1550.8,1582.5,38.57,111.1,2.259,8.116,12.2,2682.4,0
26.26,37.55,84.02,1552.5,1582.5,36.17,142.1,1.13,7.338,18.03,1551.8,0
25.94,35.7,61.7,1566.9,1617.6,36.37,4.9,0.95,10.173,10.57,1685.1,0
27.73,37.55,72.36,1461.4,1483.6,41.75,30.2,1.352,5.793,18.4,2949.4,0
28.07,37.24,71.64,1410.0,1352.3,43.03,0.5,5.955,7.533,12.18,3794.1,0
25.98,35.05,58.77,1371.4,1280.3,42.53,40.8,0.683,5.183,10.4,5824.3,0
28.43,36.6,73.71,987.5,943.7,52.06,3.5,5.875,7.251,17.31,2262.1,1
28.81,38.18,58.77,2219.8,2211.5,27.99,10.4,0.311,5.242,21.41,3890.0,0
29.43,38.44,81.86,2577.1,2654.9,21.88,87.7,0.92,8.879,14.99,2870.4,0
30.41,40.52,61.31,1331.1,1373.3,50.17,1.5,0.251,5.486,15.07,5029.8,0
25.12,34.33,63.39,1944.9,2038.9,30.56,35.6,0.26,4.666,9.51,5216.3,0
26.88,36.4,72.32,1652.2,1686.7,36.21,11.8,1.933,6.018,25.34,125.0,0
26.87,36.42,73.35,1775.9,1835.8,33.88,4.3,2.459,4.882,10.01,467.5,0
26.65,36.61,65.17,1744.1,1651.6,33.66,121.8,4.754,8.715,16.05,1170.3,0
25.55,35.02,70.18,2699.2,2626.3,25.42,65.8,0.704,6.12,16.17,729.0,0
23.88,32.82,64.15,1625.8,1697.1,34.3,7.4,0.678,8.72,14.39,1748.9,0
27.04,37.12,77.45,1421.0,1430.5,46.49,0.4,3.25,5.963,17.12,5856.1,0
25.31,36.38,65.17,1534.7,1529.1,39.96,25.1,1.59,5.968,18.16,4707.9,0
27.02,37.15,67.99,1475.8,1383.7,45.05,92.8,0.727,6.016,7.44,717.7,0
25.26,34.65,68.31,1636.0,1669.6,35.04,44.8,2.517,6.011,21.63,5702.3,0
24.65,34.53,60.64,1306.6,1298.0,49.03,20.2,1.45,6.607,11.81,4526.9,0
27.32,35.27,69.31,1696.5,1592.9,34.92,40.8,1.415,6.361,13.23,1007.5,0
27.15,37.01,66.04,3012.0,3046.2,18.91,55.0,3.951,4.491,11.79,5501.7,0
28.01,37.61,59.55,1379.7,1372.5,43.17,28.6,2.029,5.683,10.39,3377.8,0
31.22,40.29,69.08,1241.9,1230.4,47.67,54.1,2.076,5.205,20.05,5981.4,0
27.4,36.65,68.27,1520.9,1558.8,34.41,7.7,2.502,4.883,13.74,5631.8,0
27.82,37.41,66.52,952.7,916.9,51.99,19.4,1.398,3.258,18.38,2002.3,0
24.69,35.69,58.85,2056.5,1993.1,31.49,119.8,2.471,3.59,18.54,5494.3,0
24.28,35.37,73.02,1315.3,1283.9,46.71,125.0,4.087,5.085,20.97,3444.6,0
30.02,39.09,61.66,967.3,1011.1,57.45,77.3,1.42,5.138,9.82,1546.9,0
25.0,34.48,62.52,1447.9,1395.0,40.37,15.9,1.887,7.737,12.61,5919.7,0
24.76,34.27,57.08,1799.6,1806.5,37.74,27.5,0.741,4.735,16.8,292.6,0
26.77,37.58,58.81,1393.0,1445.6,38.94,54.9,0.863,3.348,19.03,5146.7,0
26.67,36.82,69.22,1155.4,1158.5,56.28,106.2,1.249,3.679,11.18,268.3,0
25.04,35.14,65.8,1355.6,1327.4,44.03,65.1,1.321,5.428,10.56,3495.7,0
26.24,36.78,56.16,985.4,1015.8,61.44,5.8,0.353,6.767,17.59,3387.0,0
29.31,38.71,60.74,1510.4,1509.0,42.79,27.9,4.26,7.042,15.2,98.9,0
25.24,36.6,70.2,1840.0,1826.9,33.46,9.7,2.581,5.308,12.17,209.0,0
24.06,34.06,62.34,1690.1,1657.6,34.16,8.1,1.752,8.522,9.15,2891.9,0
28.74,37.88,75.96,1383.1,1386.6,40.62,113.6,0.707,4.794,10.81,2149.6,0
27.83,37.6,69.99,3031.3,3071.1,19.59,104.0,1.846,3.762,17.34,5618.8,0
25.61,36.84,60.92,1731.0,1705.7,35.25,24.3,1.163,4.935,19.38,4339.5,0
23.69,33.26,72.08,1859.1,1850.3,35.47,11.7,2.197,3.819,19.15,1377.9,0
25.36,36.31,66.07,1431.0,1476.0,42.4,208.2,1.903,5.658,12.84,1690.1,1
26.74,36.12,75.61,1079.2,1076.0,59.42,3.4,3.389,5.167,19.39,4873.1,0
29.18,38.42,66.69,1434.6,1428.4,40.55,14.0,1.307,7.974,20.12,5918.2,0
24.78,35.44,63.84,2808.7,2742.0,20.77,153.4,3.227,4.029,16.5,2682.8,0
26.68,35.81,69.84,1789.4,1792.4,30.86,4.5,6.433,8.598,15.52,1412.1,0
28.2,39.02,78.3,1334.3,1360.0,42.62,25.1,0.701,6.068,17.4,3942.5,0
22.09,32.44,60.99,1486.5,1470.8,40.93,49.1,1.293,8.444,8.75,593.3,0
28.92,38.04,73.59,1067.9,1077.5,56.24,13.5,0.541,6.866,7.88,4008.2,0
24.49,34.41,64.59,1151.7,1129.5,49.6,22.1,0.877,4.719,14.66,100.5,0
27.51,36.97,65.9,1098.7,1023.6,49.3,164.0,1.696,5.059,14.43,5765.1,0
27.34,37.69,67.49,1535.3,1434.7,37.83,9.3,0.446,5.32,3.16,215.0,0
29.02,40.91,68.24,1148.9,1195.9,50.99,71.1,3.858,5.008,15.83,2698.9,0
27.95,37.58,64.15,1917.0,2011.7,31.04,14.0,1.029,7.94,18.85,3538.1,0
22.1,32.63,78.04,1290.4,1357.9,49.68,7.4,2.158,4.996,20.38,4837.8,0
25.28,35.3,64.03,1495.3,1457.1,37.18,40.3,4.083,2.724,16.3,1008.8,0
27.13,37.15,65.35,2493.1,2537.4,25.52,24.4,0.508,5.173,12.89,3699.3,0
26.46,36.29,77.91,1365.3,1337.2,45.93,21.1,2.315,5.18,19.82,1160.5,0
27.81,36.95,69.05,1076.1,1037.2,53.98,4.2,2.661,5.157,19.74,1747.7,0
28.43,38.76,69.62,1508.7,1573.6,35.93,39.6,0.485,5.628,15.72,3853.0,0
28.07,37.78,72.08,1107.6,1070.9,55.63,7.4,0.598,5.925,17.81,198.2,0
26.42,35.52,66.56,2505.3,2492.1,23.44,56.1,1.722,7.812,17.9,1357.7,0
23.16,34.17,63.85,2175.2,2160.9,28.03,45.6,3.82,6.341,23.43,742.2,0
25.94,36.04,72.35,1487.1,1454.0,38.53,125.8,2.9,2.329,1.74,622.8,0
27.68,37.45,55.61,1775.1,1851.1,36.29,92.7,0.803,3.835,18.41,5426.8,0
24.67,36.01,64.37,1491.9,1562.0,33.33,0.1,2.564,4.998,14.22,4379.5,0
28.11,36.28,65.04,1556.4,1479.5,41.34,4.2,3.956,6.543,15.24,767.8,0
28.67,39.94,71.06,1716.7,1739.3,34.71,83.0,0.916,6.022,18.18,5643.6,0
27.1,36.22,71.54,1459.0,1451.8,36.41,21.0,1.011,3.941,15.06,3055.6,0
20.72,30.93,64.25,1544.1,1508.4,42.78,31.5,0.38,6.477,16.06,4238.4,0
24.29,33.71,62.6,1810.2,1791.6,33.32,4.2,0.694,6.413,14.22,3263.3,0
30.62,39.7,69.17,1376.8,1386.9,38.94,19.8,1.638,7.145,17.12,5802.0,0
25.76,37.07,66.84,1887.1,1891.8,33.54,13.5,0.921,4.787,16.65,2162.1,0
22.88,34.74,49.5,2229.9,2260.0,27.94,9.8,0.358,6.583,11.2,476.5,0
29.32,39.1,69.75,1433.0,1466.9,47.64,24.2,0.916,5.912,16.93,4536.5,0
26.88,37.21,62.29,1054.4,981.5,57.08,2.5,5.392,3.216,17.99,4236.1,0
29.06,39.12,67.99,1033.1,1026.6,50.65,17.1,3.917,6.767,16.07,567.8,0
27.4,39.13,74.95,1504.5,1493.3,43.32,49.7,2.026,5.607,19.82,792.6,0
27.77,35.65,67.26,1846.9,1889.8,33.58,56.3,1.914,6.461,14.57,5377.4,0
27.58,37.95,65.3,1484.6,1370.5,37.13,2.8,3.757,2.199,11.1,327.1,0
28.24,37.52,67.03,1203.0,1291.6,50.57,32.1,2.076,5.283,15.52,2173.1,0
31.4,39.05,72.0,3342.3,3341.7,17.19,114.0,1.633,4.57,14.84,4260.8,0
28.79,38.43,63.91,1531.4,1548.5,36.37,29.8,2.317,7.288,9.27,4005.3,0
23.69,35.54,60.67,1237.1,1143.4,47.34,19.3,0.797,5.113,17.81,686.5,0
27.74,37.09,76.15,1960.0,1944.0,28.62,130.2,1.658,5.582,22.99,1538.9,0
29.13,39.92,70.62,1367.5,1312.8,44.23,88.7,1.868,5.2,14.81,5750.7,0
29.26,40.45,72.57,1463.5,1514.2,43.77,112.4,1.312,6.088,12.52,3175.2,0
26.0,35.98,71.14,2420.6,2396.0,25.46,16.6,1.719,5.553,6.61,3629.3,0
29.18,39.3,69.97,1379.2,1372.0,40.87,13.0,1.114,4.695,16.56,3448.5,0
28.71,36.99,70.01,1801.0,1766.1,33.83,22.0,0.629,6.259,18.8,770.7,0
32.0,41.28,69.06,1384.6,1334.7,44.16,116.0,0.974,5.492,13.67,1971.4,0
25.35,36.26,69.07,1292.6,1328.9,46.7,14.4,1.772,4.859,14.44,5312.5,0
25.84,35.9,57.73,1282.8,1233.9,43.99,12.2,1.623,4.915,8.05,3666.9,0
26.24,36.61,65.41,1510.4,1519.7,40.73,2.1,1.777,6.759,16.05,1463.6,0
25.87,36.0,60.09,1387.2,1360.7,42.89,8.8,1.254,6.031,10.41,2547.8,0
25.07,37.26,74.38,2034.3,2054.6,28.24,1.6,0.286,3.5,17.29,587.2,0
21.32,30.89,46.08,1620.2,1663.2,39.69,29.3,2.171,5.45,15.53,3878.0,0
25.98,37.59,61.64,1846.5,1851.6,32.04,5.5,1.452,7.816,14.15,1010.8,0
27.59,37.72,64.96,1191.8,1238.8,50.32,35.2,2.183,4.534,19.67,177.1,0
25.86,37.56,78.6,1178.4,1223.8,46.83,32.5,1.682,5.719,10.46,3560.5,0
30.72,39.5,72.79,1167.7,1184.8,46.8,0.4,0.978,4.089,22.24,4037.9,0
26.88,37.06,63.7,1073.8,1083.9,57.13,20.8,1.532,4.922,16.87,500.0,0
29.43,39.04,75.11,1503.5,1463.0,36.7,24.7,5.845,5.23,14.93,1764.5,0
27.37,37.51,59.81,1556.6,1521.4,34.51,31.1,3.09,6.421,12.79,5476.8,0
28.5,39.73,68.5,1523.6,1536.9,36.46,55.2,1.899,4.717,18.74,5534.2,0
27.41,37.79,68.05,2511.7,2472.5,23.98,30.3,7.326,7.805,13.14,5292.6,0
29.59,40.81,73.84,2586.4,2562.0,24.76,4.0,0.855,4.005,19.86,5411.1,0
26.96,36.29,59.34,1239.9,1273.1,46.21,25.8,1.246,5.963,20.5,1553.7,0
27.84,37.02,61.66,2391.0,2438.4,26.05,51.9,1.627,3.267,11.65,2767.3,0
27.58,37.6,77.83,2054.0,1912.7,29.25,8.9,0.674,5.708,16.98,5846.8,0
26.27,36.23,71.46,1471.3,1466.5,38.98,78.3,5.033,7.132,9.09,2441.4,0
27.66,37.47,59.95,1462.4,1502.1,35.88,79.9,5.352,6.009,19.34,1873.2,0
31.32,40.36,71.45,1255.0,1234.3,48.86,6.4,2.495,3.693,16.6,4667.0,0
26.31,37.51,61.06,1272.2,1303.1,40.6,75.2,0.243,8.548,14.36,3613.1,0
27.69,37.33,83.45,1827.1,1853.3,32.02,42.4,0.408,7.074,7.31,1402.0,0
29.37,40.79,77.76,1197.0,1192.5,49.72,24.9,1.971,5.007,17.45,3216.6,0
29.13,39.14,75.39,1327.4,1301.5,47.29,79.1,3.934,5.667,14.98,2216.1,0
26.87,37.52,62.55,2101.2,2044.5,25.89,48.5,1.104,5.761,10.64,1405.0,0
22.08,32.64,61.73,1396.3,1319.1,42.52,34.4,2.119,3.183,16.11,5374.7,0
